title,company,post_date,date_found,url,platform,location
Accountant - Full Time Remote,SA Nurses Home Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/accountant-full-time-remote-at-sa-nurses-home-health-4121151686?position=45&pageNum=0&refId=WN0jy3Xend61sE4wO4lXTw%3D%3D&trackingId=%2BaFbBP2zE1qaVdILnCbG9A%3D%3D,LinkedIn,"Chicago, IL"
Client Experience Specialist,Travel by Tilly,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/client-experience-specialist-at-travel-by-tilly-4121137820?position=49&pageNum=0&refId=WN0jy3Xend61sE4wO4lXTw%3D%3D&trackingId=pPlNQx3UbI876TULPynBIA%3D%3D,LinkedIn,"Chicago, IL"
Consumer Insights Analyst - Food and Drink,Mintel,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/consumer-insights-analyst-food-and-drink-at-mintel-4121257722?position=57&pageNum=0&refId=WN0jy3Xend61sE4wO4lXTw%3D%3D&trackingId=gEoDotQ3vZYNhD3G0BtxOA%3D%3D,LinkedIn,"Chicago, IL"
Chief Revenue Officer,Lumata Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/chief-revenue-officer-at-lumata-health-4121209704?position=59&pageNum=0&refId=WN0jy3Xend61sE4wO4lXTw%3D%3D&trackingId=CSku%2BGWoAx%2FXwJvhsDvQ%2BQ%3D%3D,LinkedIn,"Elk Grove Village, IL"
Verification Specialist: Internationally-Based Remote: (1099 Independent Contractor),KENTECH,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/verification-specialist-internationally-based-remote-1099-independent-contractor-at-kentech-4121224921?position=60&pageNum=0&refId=WN0jy3Xend61sE4wO4lXTw%3D%3D&trackingId=zb7L9rA%2BPv3shJ33QCneMA%3D%3D,LinkedIn,"Chicago, IL"
"Part-time sitter vacancy for two middle schoolers and a dog near Chicago, IL",Wyndy,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/part-time-sitter-vacancy-for-two-middle-schoolers-and-a-dog-near-chicago-il-at-wyndy-4121128918?position=2&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=Td%2B4rvVs8ksf2dzBJxc5rg%3D%3D,LinkedIn,"Chicago, IL"
SMB Account Executive - Talent & Learning,LinkedIn,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/smb-account-executive-talent-learning-at-linkedin-4121271544?position=4&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=gS10gYgkQSsQgfY3nJhHpA%3D%3D,LinkedIn,"Chicago, IL"
SVP of Sales,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/svp-of-sales-at-withme-inc-4120602563?position=8&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=nkgV%2FN%2BeBVSAYaG6EpHDHw%3D%3D,LinkedIn,"Chicago, IL"
Web Designer,World Headquarters,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/web-designer-at-world-headquarters-4121508779?position=9&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=2G62GRAWM0P4CKrdrXwV5w%3D%3D,LinkedIn,"Chicago, IL"
Guest Experience Specialist,MUSEUM OF ICE CREAM,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/guest-experience-specialist-at-museum-of-ice-cream-4121500794?position=15&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=XyTiSBLcrlw1Yka2SmPEBg%3D%3D,LinkedIn,"Chicago, IL"
Online Digital Marketing Specialist,Erika4Travel,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/online-digital-marketing-specialist-at-erika4travel-4121139045?position=19&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=yBB6BH35jklQTsn0KQQtAw%3D%3D,LinkedIn,"Illinois, United States"
Crew - All Shifts,The Wendy's Company,2025-01-08,2025-01-10,https://www.linkedin.com/jobs/view/crew-all-shifts-at-the-wendy-s-company-4121501792?position=23&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=NqEASzxNmq3zZzN%2FEHkY6w%3D%3D,LinkedIn,"Schaumburg, IL"
Verification Specialist:  Internationally-Based Remote: (1099 Independent Contractor),KENTECH,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/verification-specialist-internationally-based-remote-1099-independent-contractor-at-kentech-4120665796?position=29&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=vK0QzNNx6ACbSRp0e1%2By5w%3D%3D,LinkedIn,"Chicago, IL"
Marketing Manager,Lumata Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/marketing-manager-at-lumata-health-4121190999?position=33&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=y6cZKHrSlXqGYB4XWnUvaQ%3D%3D,LinkedIn,"Elk Grove Village, IL"
Environmental Field Inspector,We Inspect,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/environmental-field-inspector-at-we-inspect-4120605298?position=34&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=dTG%2F2%2BCNo0R22OzSD0ACFA%3D%3D,LinkedIn,"Chicago, IL"
Product Marketing Manager,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-marketing-manager-at-withme-inc-4120298967?position=37&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=es1Yt6XwpK0ZyhnJn7MTiQ%3D%3D,LinkedIn,"Chicago, IL"
General Application,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/general-application-at-withme-inc-4120605170?position=38&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=s7PbwW%2FgYc5YghR4EE47OA%3D%3D,LinkedIn,"Chicago, IL"
Business Development Sales Executive - Hospitality,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/business-development-sales-executive-hospitality-at-withme-inc-4120602555?position=46&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=e27FJASn15AFoBcFoMIuDA%3D%3D,LinkedIn,"Chicago, IL"
Executive Assistant,Sourcebooks,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/executive-assistant-at-sourcebooks-4120604397?position=47&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=e9jz5y5j77zMgQwD46eNHA%3D%3D,LinkedIn,"Naperville, IL"
Part-Time Focus Group Participant $75 - $150 (per 1 hour session),Apex Focus Group,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/part-time-focus-group-participant-%2475-%24150-per-1-hour-session-at-apex-focus-group-4120642854?position=48&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=QDPWUaBx2pjRwJjttjvDpw%3D%3D,LinkedIn,"Chicago, IL"
Product Manager,"Ulbrich Stainless Steels & Special Metals, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-manager-at-ulbrich-stainless-steels-special-metals-inc-4121282013?position=56&pageNum=0&refId=7IhQdYnLX6QwvVtperq4QQ%3D%3D&trackingId=0AR2Sei6Z5Wxw15d9LzAjg%3D%3D,LinkedIn,"Alsip, IL"
SMB Account Executive - Talent & Learning,LinkedIn,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/smb-account-executive-talent-learning-at-linkedin-4121271544?position=2&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=%2BgQ2zggZDVSpE00xp39ACw%3D%3D,LinkedIn,"Chicago, IL"
"Part-time sitter vacancy for two middle schoolers and a dog near Chicago, IL",Wyndy,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/part-time-sitter-vacancy-for-two-middle-schoolers-and-a-dog-near-chicago-il-at-wyndy-4121128918?position=4&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=%2Beda93Wxxox4Lv1%2BzAA5JQ%3D%3D,LinkedIn,"Chicago, IL"
General Application,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/general-application-at-withme-inc-4120605170?position=5&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=Uf7yBm8HYe11qqn%2B6rA%2FZQ%3D%3D,LinkedIn,"Chicago, IL"
SVP of Sales,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/svp-of-sales-at-withme-inc-4120602563?position=6&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=yWrm4XJBR5IlYsiT6D8IIA%3D%3D,LinkedIn,"Chicago, IL"
Personal Talent Assistant,Hallow,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/personal-talent-assistant-at-hallow-4121274509?position=7&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=13gUoPZvXcWxyaeZyUfS1A%3D%3D,LinkedIn,United States
Web Designer,World Headquarters,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/web-designer-at-world-headquarters-4121508779?position=8&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=qItiagdAenFv57tHUrbrRg%3D%3D,LinkedIn,"Chicago, IL"
Graphic Designer,OMI Industries,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/graphic-designer-at-omi-industries-4120959524?position=9&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=VjeQPTFWPjTktqxJA4WObg%3D%3D,LinkedIn,"Palatine, IL"
Business Development Sales Executive - Hospitality,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/business-development-sales-executive-hospitality-at-withme-inc-4120602555?position=18&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=1djdc2aVKs8tGEWcmYayqA%3D%3D,LinkedIn,"Chicago, IL"
Director of Quality,Pregis,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/director-of-quality-at-pregis-4121290272?position=22&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=WuMXA%2F0H8fBj9egqis9zPw%3D%3D,LinkedIn,Greater Chicago Area
Verification Specialist:  Internationally-Based Remote: (1099 Independent Contractor),KENTECH,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/verification-specialist-internationally-based-remote-1099-independent-contractor-at-kentech-4120665796?position=23&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=LyqD%2BxJ4a4bIsoe%2FnrYhQg%3D%3D,LinkedIn,"Chicago, IL"
Product Marketing Manager,"WithMe, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-marketing-manager-at-withme-inc-4120298967?position=24&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=B7FKvnqZxkQ5tmeErCqX7g%3D%3D,LinkedIn,"Chicago, IL"
Executive Assistant,Sourcebooks,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/executive-assistant-at-sourcebooks-4120604397?position=27&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=lKEV419C7cz7Fe9nvE706Q%3D%3D,LinkedIn,"Naperville, IL"
Guest Experience Specialist,MUSEUM OF ICE CREAM,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/guest-experience-specialist-at-museum-of-ice-cream-4121500794?position=28&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=XlrvwQwT9q%2Fm2vc2p%2FuI%2Fg%3D%3D,LinkedIn,"Chicago, IL"
Online Digital Marketing Specialist,Erika4Travel,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/online-digital-marketing-specialist-at-erika4travel-4121139045?position=32&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=pQvupE9EfqdhZKkRbA8cFw%3D%3D,LinkedIn,"Illinois, United States"
Client Experience Specialist,Travel by Tilly,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/client-experience-specialist-at-travel-by-tilly-4121137820?position=39&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=xo95JHjkVBrd%2BfvvOkoETQ%3D%3D,LinkedIn,"Chicago, IL"
Product Manager,"Ulbrich Stainless Steels & Special Metals, Inc.",2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/product-manager-at-ulbrich-stainless-steels-special-metals-inc-4121282013?position=41&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=sZwocmci8dh7GrpyUENHNw%3D%3D,LinkedIn,"Alsip, IL"
Environmental Field Inspector,We Inspect,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/environmental-field-inspector-at-we-inspect-4120605298?position=42&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=NDUHt1h7Y10KqJLkdIsEuw%3D%3D,LinkedIn,"Chicago, IL"
"Program Director, Primary Care Operations",Northwestern Medicine,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/program-director-primary-care-operations-at-northwestern-medicine-4120670107?position=43&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=xwlYusla24iPllz1s7KIKw%3D%3D,LinkedIn,"Chicago, IL"
"Practice Director, Workplace Wellness",NAMI Chicago,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/practice-director-workplace-wellness-at-nami-chicago-4120610110?position=45&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=CrRsSM94wd9YxyRSyHWHGw%3D%3D,LinkedIn,"Chicago, IL"
Accountant - Full Time Remote,SA Nurses Home Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/accountant-full-time-remote-at-sa-nurses-home-health-4121151686?position=47&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=eNf840n6ZsF48hXln0pOjQ%3D%3D,LinkedIn,"Chicago, IL"
Consumer Insights Analyst - Food and Drink,Mintel,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/consumer-insights-analyst-food-and-drink-at-mintel-4121257722?position=58&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=%2F9KxtfsBBJ1fgFMpMk5Vrg%3D%3D,LinkedIn,"Chicago, IL"
Chief Revenue Officer,Lumata Health,2025-01-09,2025-01-10,https://www.linkedin.com/jobs/view/chief-revenue-officer-at-lumata-health-4121209704?position=60&pageNum=0&refId=bmcx5iuK5WoJOcY84zTHeQ%3D%3D&trackingId=ScCHybTOEUaI%2B2HCy1wWVA%3D%3D,LinkedIn,"Elk Grove Village, IL"
